ToolName,ModelName,Strength,Iteration,ErrorType,TimeSeconds,Size
medici,MCA_8,3,3,,257.58,2585
pmedici,FM_1,5,1,,2.41,104
caopt,INDUSTRIAL_5,2,3,,7.31,31
acts,BOOLC_12,2,2,,0.66,8
kali,MCAC_24,5,1,Timeout,301.0,0
medici,MCA_24,2,3,,40.77,216
caopt,BOOLC_8,3,2,,0.27,9
medici,MCAC_13,3,2,,9.61,169
kali,UNIFORM_ALL_1,3,2,,3.85,123
acts,MCA_17,6,1,,5.9,22780
acts,CNF_29,5,1,,128.94,171125
acts,HIGHLY_CONSTRAINED_26,3,3,,6.74,1146
kali,INDUSTRIAL_1,3,1,Timeout,301.0,0
caopt,HIGHLY_CONSTRAINED_16,5,1,,1.2,9
medici,UNIFORM_ALL_3,3,2,,40.01,223
caopt,NUMC_10,2,3,,15.95,231
medici,BOOLC_12,6,1,,24.94,80
caopt,FM_0,3,1,,4.38,27
caopt,CNF_4,3,2,,293.51,1643
pmedici,BOOLC_4,3,1,,2.39,47
medici,NUMC_2,2,2,Timeout,0.2,0
kali,MCA_28,2,1,,6.01,354
pmedici,MCA_27,3,2,,9.04,2024
cagen,CNF_3,3,1,,0.07,3617
caopt,CNF_23,4,1,,59.92,461
acts,FM_11,2,3,,0.75,9
medici,UNIFORM_ALL_12,2,2,,5.92,47
cagen,FM_6,6,1,,0.02,118
cagen,HIGHLY_CONSTRAINED_14,3,2,,229.85,2863
cagen,INDUSTRIAL_14,2,3,,0.01,49
medici,CNF_25,2,3,,40.3,226
medici,INDUSTRIAL_10,2,1,,0.03,7
kali,NUMC_2,6,1,Timeout,301.0,0
medici,NUMC_22,6,1,Invalid,0.13,31
cagen,BOOLC_6,5,1,,0.03,153
acts,CNF_16,6,1,,0.53,336
cagen,MCA_8,3,2,,0.02,2593
acts,UNIFORM_BOOLEAN_5,2,3,,0.3,10
kali,CNF_29,2,1,Invalid,4.55,289
acts,HIGHLY_CONSTRAINED_4,2,1,,0.8,1
kali,BOOLC_13,5,1,Invalid,15.55,15
caopt,MCAC_5,2,1,,293.37,300
kali,INDUSTRIAL_12,2,1,Invalid,3.53,52
pmedici,FM_1,2,3,,1.94,21
acts,FM_8,2,1,,0.69,11
kali,MCAC_24,2,3,Invalid,18.07,293
kali,NUMC_19,3,1,Timeout,301.0,0
caopt,FM_12,3,1,,0.67,27
pmedici,UNIFORM_ALL_0,6,1,,4.06,1189
caopt,BOOLC_19,2,1,,0.38,12
acts,CNF_29,2,3,,0.65,227
acts,BOOLC_21,2,1,,0.56,11
medici,MCAC_20,3,1,,278.27,1903
cagen,BOOLC_29,3,2,,0.08,30
pmedici,BOOLC_26,3,1,,2.09,28
caopt,HIGHLY_CONSTRAINED_16,2,3,,0.31,9
acts,HIGHLY_CONSTRAINED_26,4,1,,22.02,7842
kali,CNF_0,3,1,Invalid,5.21,364
caopt,UNIFORM_ALL_13,2,2,,15.11,87
pmedici,MCA_14,3,1,,32.66,2272
kali,HIGHLY_CONSTRAINED_7,2,1,Invalid,2.88,27
medici,BOOLC_5,3,2,,0.03,12
acts,FM_11,5,1,,3.21,83
caopt,CNF_23,3,3,,7.42,263
acts,NUMC_15,3,1,,0.93,2905
medici,CNF_25,5,1,Timeout,301.0,0
cagen,INDUSTRIAL_14,5,1,,18.35,8138
acts,BOOLC_1,6,1,,1.33,351
cagen,BOOLC_6,2,3,,0.0,10
acts,MCA_28,2,3,,0.44,234
caopt,NUMC_4,3,2,,297.33,5162
acts,UNIFORM_BOOLEAN_5,5,1,,0.48,146
cagen,HIGHLY_CONSTRAINED_27,3,1,,1.5,1860
acts,INDUSTRIAL_8,2,1,,0.8,20
medici,HIGHLY_CONSTRAINED_28,3,1,,0.98,16
kali,BOOLC_13,2,3,Invalid,2.63,31
caopt,MCA_22,3,3,,296.48,5347
pmedici,UNIFORM_ALL_8,2,2,,4.47,506
medici,CNF_12,2,2,,32.84,190
cagen,BOOLC_2,2,1,,0.0,8
cagen,HIGHLY_CONSTRAINED_23,3,3,,0.0,54
medici,INDUSTRIAL_14,5,1,Timeout,301.0,0
medici,FM_11,3,1,,2.48,20
kali,HIGHLY_CONSTRAINED_27,6,1,Timeout,301.0,0
kali,BOOLC_17,2,1,Invalid,2.31,8
acts,MCA_8,2,1,,0.32,213
caopt,MCA_26,3,1,,293.62,2494
cagen,MCAC_27,2,2,,0.15,11
medici,BOOLC_29,2,1,,0.17,10
acts,BOOLC_25,2,3,,1.13,13
acts,BOOLC_9,2,2,,0.76,11
medici,MCA_13,2,2,,15.77,126
medici,NUMC_19,2,1,Invalid,0.0,5
pmedici,MCAC_16,3,3,,25.87,1475
acts,CNF_3,2,2,,0.73,361
kali,INDUSTRIAL_5,4,1,Timeout,301.0,0
caopt,HIGHLY_CONSTRAINED_12,2,1,,32.94,298
pmedici,FM_5,2,1,,2.56,34
acts,HIGHLY_CONSTRAINED_11,3,2,,8.54,2
kali,MCAC_20,2,1,Invalid,3.63,33
kali,HIGHLY_CONSTRAINED_3,2,3,Invalid,4.44,87
kali,HIGHLY_CONSTRAINED_18,5,1,Timeout,103.59,0
cagen,CNF_7,4,1,,4.77,52541
pmedici,MCAC_4,2,2,,2.47,297
caopt,CNF_27,3,1,,293.65,2563
caopt,NUMC_27,2,2,,32.86,241
acts,NUMC_11,3,3,,13.51,3219
kali,CNF_4,3,3,Timeout,5.01,0
kali,BOOLC_5,2,2,Invalid,2.26,12
caopt,FM_4,4,1,,1.08,40
pmedici,MCA_10,3,3,,5.24,2005
pmedici,HIGHLY_CONSTRAINED_10,2,2,Invalid,33.79,358
pmedici,BOOLC_0,4,1,,2.41,35
pmedici,INDUSTRIAL_9,4,1,,5.47,305
medici,MCAC_27,3,1,,2.84,23
cagen,FM_12,3,2,,0.0,28
acts,BOOLC_26,2,1,,0.5,9
caopt,HIGHLY_CONSTRAINED_11,2,3,,0.5,5
kali,UNIFORM_BOOLEAN_8,2,3,,2.16,24
pmedici,MCAC_15,3,1,Invalid,42.83,4623
pmedici,BOOLC_21,3,1,,2.04,40
caopt,UNIFORM_ALL_0,6,1,,293.25,1120
caopt,INDUSTRIAL_2,5,1,,101.0,198
pmedici,FM_6,2,3,,2.04,21
kali,MCAC_23,2,3,Invalid,5.05,218
kali,HIGHLY_CONSTRAINED_0,2,1,Invalid,5.04,202
acts,NUMC_12,3,1,,0.96,252
caopt,MCAC_19,3,2,,129.25,1040
medici,BOOLC_2,3,2,,0.07,10
caopt,CNF_24,3,3,,282.11,1180
cagen,CNF_19,3,3,,0.16,3411
kali,CNF_7,3,1,Invalid,263.31,2431
pmedici,UNIFORM_BOOLEAN_8,2,3,,1.9,30
caopt,UNIFORM_ALL_14,2,2,,293.35,316
pmedici,MCA_13,3,1,,8.1,1475
kali,HIGHLY_CONSTRAINED_28,2,2,Invalid,2.49,4
kali,MCAC_8,3,3,Invalid,10.33,13
cagen,BOOLC_1,2,3,,0.0,12
acts,UNIFORM_BOOLEAN_2,5,1,,0.57,160
caopt,NUMC_3,3,2,,297.25,8405
medici,FM_12,3,3,,2.03,26
acts,BOOLC_6,6,1,,1.42,342
cagen,INDUSTRIAL_13,5,1,,0.03,426
medici,CNF_22,5,1,Timeout,301.0,0
kali,BOOLC_14,2,3,Invalid,2.42,4
caopt,MCA_25,3,3,,293.44,2013
cagen,MCA_18,3,3,,0.08,1949
pmedici,CNF_12,3,1,Invalid,212.61,2669
acts,UNIFORM_ALL_9,3,1,,0.37,30
medici,HIGHLY_CONSTRAINED_6,3,2,,106.94,342
medici,INDUSTRIAL_13,5,1,,72.36,423
cagen,BOOLC_5,2,1,,0.0,7
medici,CNF_15,2,2,,34.25,176
acts,INDUSTRIAL_12,6,1,Timeout,0.24,0
caopt,UNIFORM_ALL_8,2,2,,293.41,336
acts,HIGHLY_CONSTRAINED_7,5,1,,3.15,1832
pmedici,CNF_16,3,3,,2.02,74
medici,FM_8,2,1,,0.03,11
pmedici,FM_10,3,2,,2.01,20
kali,BOOLC_10,2,1,Invalid,2.46,30
medici,INDUSTRIAL_9,2,1,,0.57,44
kali,INDUSTRIAL_11,5,1,Invalid,2.72,18
caopt,MCA_21,3,1,,295.96,4328
acts,HIGHLY_CONSTRAINED_16,3,2,,1.71,4
pmedici,FM_2,2,1,,2.11,24
cagen,BOOLC_19,4,1,,0.0,35
caopt,FM_11,3,3,,0.68,18
kali,MCAC_27,2,1,Invalid,2.76,11
medici,MCA_14,2,2,,28.75,171
acts,BOOLC_22,2,3,,0.65,7
caopt,HIGHLY_CONSTRAINED_15,2,1,,8.93,148
kali,INDUSTRIAL_2,4,1,Invalid,3.45,29
pmedici,BOOLC_25,3,3,,2.65,41
acts,CNF_4,2,2,,0.72,150
caopt,FM_3,4,1,,293.19,84
kali,BOOLC_2,2,2,,2.35,9
kali,CNF_3,3,3,Invalid,53.02,266
pmedici,BOOLC_7,4,1,,2.1,49
kali,CNF_15,6,1,Timeout,301.0,0
pmedici,MCA_17,3,3,,3.17,694
pmedici,HIGHLY_CONSTRAINED_17,2,2,,188.02,333
kali,HIGHLY_CONSTRAINED_4,2,3,Timeout,2.3,0
cagen,CNF_0,4,1,,0.03,2085
acts,NUMC_16,3,3,,174.91,6458
caopt,CNF_20,3,1,,296.5,6371
caopt,NUMC_20,2,2,,293.32,244
kali,NUMC_12,2,3,Invalid,2.7,39
medici,MCAC_8,2,3,,7.67,106
acts,FM_3,3,3,,0.85,37
cagen,BOOLC_11,5,1,,0.01,9
kali,UNIFORM_BOOLEAN_4,3,1,,2.47,38
pmedici,MCAC_19,2,3,,4.16,146
medici,NUMC_16,3,1,Invalid,0.0,3
acts,CNF_22,3,1,,1.44,2926
acts,BOOLC_6,3,2,,0.91,25
caopt,BOOLC_12,3,3,,0.77,20
pmedici,UNIFORM_BOOLEAN_4,3,1,,2.12,45
pmedici,INDUSTRIAL_6,5,1,,110.35,1686
kali,MCAC_4,2,1,Invalid,4.72,350
cagen,CNF_15,2,1,,0.01,179
caopt,MCAC_26,5,1,,295.2,47
pmedici,INDUSTRIAL_14,2,1,,2.31,68
acts,MCAC_23,3,1,,1.23,2007
caopt,CNF_28,2,1,,15.91,197
caopt,NUMC_28,3,2,,220.01,687
medici,UNIFORM_BOOLEAN_13,5,1,,28.33,64
caopt,INDUSTRIAL_13,2,1,,0.58,21
kali,HIGHLY_CONSTRAINED_17,4,1,Invalid,162.14,17
cagen,CNF_8,5,1,,193.55,379400
cagen,FM_12,6,1,,0.01,54
caopt,UNIFORM_ALL_0,3,2,,2.38,45
acts,MCA_23,3,1,,0.64,3172
acts,MCAC_4,5,1,,265.19,397565
acts,UNIFORM_ALL_5,2,3,,0.45,381
medici,FM_0,3,1,,5.19,30
kali,CNF_22,4,1,Timeout,301.0,0
medici,HIGHLY_CONSTRAINED_23,2,3,,0.12,54
medici,BOOLC_2,6,1,,0.21,10
kali,UNIFORM_BOOLEAN_13,5,1,,2.36,83
cagen,MCA_14,2,1,,0.0,170
acts,INDUSTRIAL_3,3,3,,0.84,170
medici,BOOLC_26,3,1,,0.11,16
caopt,MCA_29,2,1,,7.92,211
acts,MCA_7,3,1,,0.34,375
kali,BOOLC_18,3,1,,2.35,34
cagen,UNIFORM_BOOLEAN_10,5,1,,0.05,159
kali,UNIFORM_ALL_12,2,3,,2.9,73
cagen,HIGHLY_CONSTRAINED_28,2,1,,0.03,16
acts,HIGHLY_CONSTRAINED_16,6,1,,2.21,4
acts,MCA_27,3,3,,0.52,1621
pmedici,HIGHLY_CONSTRAINED_4,5,1,,2.64,1
cagen,BOOLC_9,3,3,,0.01,28
kali,MCA_4,2,2,Invalid,3.84,226
cagen,NUMC_11,2,2,,37.77,213
cagen,MCAC_4,3,2,,0.05,3058
acts,MCA_3,3,3,,1.17,3953
kali,CNF_15,3,2,Invalid,6.04,21
medici,FM_4,3,3,,1.32,20
acts,UNIFORM_ALL_1,2,1,,0.32,24
medici,HIGHLY_CONSTRAINED_27,2,1,,28.4,244
acts,INDUSTRIAL_7,3,1,,1.48,284
cagen,MCA_10,2,3,,0.0,180
medici,BOOLC_22,3,3,,0.44,17
caopt,HIGHLY_CONSTRAINED_19,3,3,,296.0,3771
cagen,BOOLC_26,2,2,,0.0,7
medici,HIGHLY_CONSTRAINED_6,6,1,Timeout,301.0,0
pmedici,BOOLC_29,2,1,,2.38,19
kali,UNIFORM_BOOLEAN_0,3,3,,2.4,34
medici,NUMC_12,3,3,Timeout,0.2,0
caopt,BOOLC_16,3,1,,17.08,53
acts,CNF_26,3,3,,2.2,2982
kali,NUMC_16,2,1,Invalid,9.11,99
acts,FM_7,3,1,,0.56,2
acts,INDUSTRIAL_12,3,2,Timeout,0.25,0
acts,MCAC_27,3,3,,1.33,26
pmedici,INDUSTRIAL_10,2,3,,1.9,31
caopt,MCAC_11,2,2,,8.01,157
kali,MCA_14,3,2,,39.35,2111
pmedici,FM_10,6,1,,2.12,33
pmedici,HIGHLY_CONSTRAINED_28,4,1,,7.03,16
kali,HIGHLY_CONSTRAINED_8,3,1,Invalid,16.51,58
pmedici,UNIFORM_BOOLEAN_0,3,3,,1.97,32
kali,MCAC_0,2,3,Invalid,3.83,44
medici,UNIFORM_BOOLEAN_5,2,2,,0.14,9
kali,HIGHLY_CONSTRAINED_20,3,2,Invalid,9.11,6
cagen,CNF_11,2,3,,0.01,217
kali,UNIFORM_BOOLEAN_3,3,1,,2.34,35
acts,CNF_25,3,1,,1.08,2615
caopt,BOOLC_15,3,3,,0.99,20
acts,BOOLC_1,3,2,,0.6,28
medici,NUMC_11,3,1,Timeout,0.19,0
kali,MCAC_28,3,1,Invalid,7.42,2
kali,NUMC_15,2,3,Invalid,3.95,268
cagen,BOOLC_16,5,1,,0.04,206
acts,HIGHLY_CONSTRAINED_19,2,2,,2.74,188
acts,FM_4,3,3,,0.72,19
pmedici,INDUSTRIAL_13,2,1,,2.17,32
kali,HIGHLY_CONSTRAINED_10,4,1,Invalid,54.41,1
caopt,INDUSTRIAL_14,2,1,Timeout,0.03,0
kali,MCAC_3,2,1,Invalid,3.11,3
pmedici,MCA_18,2,3,,2.26,224
pmedici,HIGHLY_CONSTRAINED_18,3,2,,133.99,1827
pmedici,BOOLC_8,5,1,,10.1,4
pmedici,UNIFORM_BOOLEAN_3,3,1,,2.04,32
cagen,CNF_12,2,1,,0.01,193
caopt,UNIFORM_ALL_7,3,2,,296.84,7563
cagen,NUMC_6,5,1,,8.68,57984
pmedici,UNIFORM_ALL_0,3,2,,2.0,61
acts,MCA_24,3,1,,0.68,2850
medici,HIGHLY_CONSTRAINED_9,2,2,,35.41,194
cagen,BOOLC_29,6,1,,0.31,94
caopt,MCAC_9,4,1,,295.88,5583
medici,INDUSTRIAL_6,3,1,,14.04,110
acts,MCA_0,3,1,,0.51,1411
kali,CNF_25,4,1,Timeout,301.0,0
medici,HIGHLY_CONSTRAINED_24,2,3,,37.11,247
acts,UNIFORM_ALL_2,2,3,,0.34,91
acts,HIGHLY_CONSTRAINED_8,4,1,,131.74,32974
medici,FM_7,3,1,,0.0,2
medici,BOOLC_21,3,1,,3.5,28
kali,UNIFORM_BOOLEAN_14,5,1,,48.76,230
medici,BOOLC_5,6,1,,0.01,22
cagen,NUMC_21,5,1,,0.01,8
acts,INDUSTRIAL_4,3,3,,1.0,25
cagen,MCA_13,2,1,,0.0,126
kali,MCA_3,2,2,Invalid,5.68,343
acts,HIGHLY_CONSTRAINED_11,6,1,,45.79,2
acts,MCA_20,3,3,,0.85,3395
medici,HIGHLY_CONSTRAINED_20,2,1,,48.97,363
medici,FM_3,3,3,,4.37,36
acts,UNIFORM_ALL_6,2,1,,0.35,140
medici,BOOLC_25,3,3,,4.15,34
cagen,MCAC_18,4,1,,0.15,8449
cagen,MCA_17,2,3,,0.0,105
acts,INDUSTRIAL_0,3,1,,0.8,69
cagen,MCAC_3,3,2,,3.24,4477
cagen,NUMC_16,2,2,,26.59,327
kali,UNIFORM_ALL_11,2,1,,2.83,42
medici,INDUSTRIAL_2,3,3,,9.03,48
kali,CNF_12,3,2,Invalid,35.27,514
acts,NUMC_6,3,2,,1.15,994
acts,MCA_4,3,3,,0.57,1815
kali,NUMC_11,2,1,Invalid,4.78,311
pmedici,FM_9,3,3,,2.56,41
acts,FM_0,3,1,,1.0,34
medici,HIGHLY_CONSTRAINED_1,6,1,Timeout,301.0,0
cagen,BOOLC_21,2,2,,0.0,11
kali,UNIFORM_BOOLEAN_7,3,3,,2.34,38
caopt,BOOLC_11,3,1,,1.58,18
acts,BOOLC_29,3,1,,1.27,31
acts,CNF_21,3,3,,1.42,2471
medici,MCAC_28,2,1,,42.85,240
medici,NUMC_15,3,3,Timeout,0.19,0
kali,HIGHLY_CONSTRAINED_27,3,2,Invalid,21.67,75
medici,UNIFORM_BOOLEAN_2,2,2,,0.25,8
kali,MCAC_7,2,3,Timeout,2.83,0
pmedici,UNIFORM_BOOLEAN_7,3,3,,2.1,34
cagen,CNF_16,2,3,,0.0,28
kali,CNF_8,2,1,Invalid,4.93,40
caopt,MCAC_16,2,2,,6.92,183
kali,MCA_13,3,2,,11.46,1593
caopt,INDUSTRIAL_10,2,3,,0.24,8
pmedici,MCAC_9,2,2,,6.0,141
caopt,INDUSTRIAL_11,3,1,,2.18,58
kali,HIGHLY_CONSTRAINED_15,5,1,Invalid,72.51,43
acts,MCAC_21,2,1,,4.34,331
medici,UNIFORM_BOOLEAN_11,4,1,,8.75,41
caopt,FM_9,4,1,,6.08,73
kali,BOOLC_8,2,2,,2.56,3
kali,CNF_9,3,3,Invalid,84.24,761
cagen,CNF_17,3,1,,0.1,1948
pmedici,UNIFORM_BOOLEAN_6,2,1,,2.1,32
kali,MCAC_6,3,1,Invalid,3.53,6
medici,NUMC_14,2,1,Invalid,0.0,3
medici,MCAC_29,3,3,,5.97,32
caopt,BOOLC_10,2,3,,0.28,8
acts,BOOLC_4,2,2,,0.86,11
acts,CNF_20,2,1,,0.74,273
acts,BOOLC_28,2,3,,0.71,10
kali,INDUSTRIAL_8,4,1,Invalid,5.46,93
kali,UNIFORM_BOOLEAN_6,2,1,,2.36,27
acts,FM_1,2,3,,0.62,8
pmedici,FM_8,2,1,,2.1,17
cagen,BOOLC_13,4,1,,0.01,48
kali,NUMC_10,3,3,Invalid,7.62,499
acts,MCA_5,2,1,,0.36,239
medici,INDUSTRIAL_3,2,1,,0.56,59
kali,UNIFORM_ALL_10,3,3,Timeout,301.0,0
cagen,UNIFORM_BOOLEAN_12,4,1,,0.04,77
acts,INDUSTRIAL_1,2,3,,1.04,23
cagen,MCA_16,3,1,,0.15,4943
kali,UNIFORM_BOOLEAN_11,4,1,,2.19,59
medici,BOOLC_24,2,1,,0.2,10
medici,FM_2,2,1,,1.11,12
acts,UNIFORM_ALL_7,3,3,,1.36,4538
kali,CNF_20,5,1,Timeout,301.0,0
acts,MCA_21,2,1,,0.38,211
acts,MCAC_6,4,1,,6.35,11113
pmedici,UNIFORM_ALL_5,2,2,,4.11,597
cagen,NUMC_3,4,1,,131.24,76489
caopt,UNIFORM_ALL_2,2,2,,11.5,85
cagen,MCA_12,3,3,,0.08,2011
acts,INDUSTRIAL_5,2,1,,0.96,33
medici,BOOLC_20,2,3,,0.05,7
acts,UNIFORM_ALL_3,3,1,,0.47,212
medici,FM_6,2,3,,0.05,8
acts,NUMC_3,2,2,,0.75,318
acts,MCA_1,2,3,,0.41,227
kali,CNF_17,2,2,Invalid,2.9,4
kali,UNIFORM_ALL_14,3,1,Timeout,301.0,0
cagen,NUMC_13,3,2,,0.12,2766
cagen,MCAC_6,2,2,,0.01,158
kali,BOOLC_0,6,1,Invalid,3.19,3
acts,CNF_6,6,1,,14.32,6562
kali,MCA_6,3,2,,41.36,2707
medici,MCA_16,6,1,Timeout,301.0,0
pmedici,HIGHLY_CONSTRAINED_6,4,1,,230.15,342
acts,MCA_25,2,3,,0.36,196
acts,UNIFORM_BOOLEAN_8,5,1,,0.31,60
cagen,CNF_13,3,3,,0.01,1057
pmedici,UNIFORM_BOOLEAN_2,2,3,,1.95,32
medici,UNIFORM_BOOLEAN_7,3,2,,2.51,25
pmedici,MCA_19,3,1,,21.35,2821
kali,HIGHLY_CONSTRAINED_22,2,2,Invalid,4.29,117
kali,MCAC_2,3,3,Timeout,301.0,0
kali,MCA_16,2,2,Invalid,7.22,468
pmedici,INDUSTRIAL_12,3,3,Invalid,17.15,200
acts,MCAC_25,2,3,,0.8,242
caopt,MCAC_13,3,2,,19.3,190
medici,BOOLC_8,3,2,,0.63,4
caopt,INDUSTRIAL_8,5,1,,23.19,145
acts,FM_5,2,1,,0.91,12
acts,INDUSTRIAL_10,2,2,,0.51,9
medici,CNF_17,6,1,Timeout,301.0,0
kali,NUMC_14,3,1,Invalid,4.07,1
kali,MCAC_29,2,3,Invalid,3.18,3
medici,NUMC_10,2,3,Timeout,0.19,0
acts,CNF_24,2,3,,0.55,170
caopt,BOOLC_14,2,1,,0.28,6
kali,UNIFORM_BOOLEAN_2,2,3,,2.28,30
cagen,BOOLC_24,3,2,,0.03,30
cagen,CNF_10,3,1,,0.02,1830
cagen,MCAC_9,6,1,,9.83,16611
kali,MCAC_1,3,1,Invalid,5.58,7
pmedici,INDUSTRIAL_3,4,1,,5.77,324
pmedici,UNIFORM_BOOLEAN_1,2,1,,2.05,32
kali,CNF_18,6,1,Timeout,301.0,0
kali,HIGHLY_CONSTRAINED_9,2,3,,4.44,277
kali,HIGHLY_CONSTRAINED_12,5,1,Timeout,49.96,0
acts,MCAC_26,2,1,,0.88,23
pmedici,INDUSTRIAL_11,3,1,,2.06,72
cagen,BOOLC_14,4,1,,0.01,6
acts,FM_6,2,3,,0.6,11
kali,NUMC_17,3,3,Invalid,4.17,66
acts,BOOLC_3,2,2,,0.56,10
caopt,BOOLC_17,2,3,,0.59,10
acts,CNF_27,2,1,,0.75,204
medici,NUMC_13,2,1,Invalid,0.0,19
medici,MCA_19,2,2,,31.0,199
acts,CNF_9,2,2,,0.59,175
kali,UNIFORM_BOOLEAN_1,2,1,,2.18,30
pmedici,BOOLC_28,3,3,,2.3,37
caopt,HIGHLY_CONSTRAINED_18,2,1,,17.26,162
medici,BOOLC_23,2,1,,0.02,7
cagen,MCA_11,3,1,,0.01,1090
acts,INDUSTRIAL_6,2,3,,0.6,27
cagen,NUMC_23,4,1,,0.78,575
medici,HIGHLY_CONSTRAINED_26,3,3,,149.79,1089
kali,CNF_27,5,1,Timeout,301.0,0
medici,FM_5,2,1,,0.91,11
acts,UNIFORM_ALL_0,3,3,,0.3,54
acts,MCA_2,2,1,,0.34,90
medici,CNF_18,2,2,,38.94,248
cagen,BOOLC_8,2,1,,0.08,4
pmedici,UNIFORM_ALL_2,2,2,,2.11,130
acts,MCA_26,2,1,,0.35,175
caopt,UNIFORM_ALL_5,2,2,,293.37,389
cagen,HIGHLY_CONSTRAINED_29,3,3,,0.15,4188
kali,CNF_10,2,2,Invalid,4.18,142
medici,INDUSTRIAL_0,2,3,,1.92,16
kali,UNIFORM_ALL_13,3,1,,24.17,1362
kali,BOOLC_19,2,3,Invalid,2.3,16
acts,MCA_6,2,3,,0.34,197
acts,NUMC_4,2,2,,2.56,233
kali,BOOLC_7,6,1,Invalid,3.06,28
caopt,MCA_28,3,3,,296.55,6263
cagen,NUMC_14,3,2,,147.3,24
medici,BOOLC_27,2,3,,0.18,10
acts,INDUSTRIAL_2,2,1,,1.38,19
cagen,MCA_15,3,3,,0.02,964
acts,UNIFORM_ALL_4,3,1,,0.41,370
medici,FM_1,2,3,,0.03,8
acts,MCA_22,2,3,,0.39,216
kali,MCA_1,3,2,Invalid,185.06,4795
kali,MCA_11,2,2,,3.53,177
caopt,CNF_29,3,3,,293.55,2796
caopt,MCAC_14,3,2,,296.36,5200
acts,MCAC_22,2,3,,25.78,262
cagen,CNF_14,3,3,,0.04,2220
kali,MCAC_5,3,3,Timeout,301.0,0
kali,HIGHLY_CONSTRAINED_25,2,2,Invalid,4.73,79
medici,UNIFORM_BOOLEAN_0,3,2,,3.04,19
pmedici,UNIFORM_BOOLEAN_5,2,3,,1.92,32
acts,CNF_23,2,3,,0.62,131
caopt,BOOLC_13,2,1,,0.38,9
medici,NUMC_17,2,3,Timeout,0.2,0
pmedici,MCAC_18,3,1,Invalid,37.21,2338
kali,UNIFORM_BOOLEAN_5,2,3,,2.11,26
cagen,BOOLC_23,3,2,,0.0,18
acts,FM_2,2,1,,0.76,13
medici,MCAC_9,3,1,,128.25,1150
kali,NUMC_13,3,1,Invalid,200.36,4221
caopt,CNF_21,2,3,,31.95,197
acts,FM_13,4,1,,0.58,26
medici,BOOLC_7,2,2,,0.03,7
acts,NUMC_17,2,1,,1.08,155
kali,HIGHLY_CONSTRAINED_5,3,1,Invalid,4.85,4
kali,MCA_19,3,2,,24.83,2726
pmedici,MCA_16,2,1,,3.2,404
medici,UNIFORM_BOOLEAN_8,2,2,,0.01,6
caopt,UNIFORM_ALL_11,3,2,,129.99,86
kali,CNF_2,2,1,Invalid,3.7,173
caopt,NUMC_12,4,1,,295.35,665
pmedici,BOOLC_24,2,1,,2.27,20
caopt,HIGHLY_CONSTRAINED_14,3,3,,296.72,5394
acts,BOOLC_23,3,1,,0.61,20
medici,MCAC_22,2,1,,44.43,256
caopt,FM_10,2,1,,0.28,8
medici,MCAC_1,2,1,,29.66,225
kali,MCAC_26,3,3,Invalid,2.44,13
pmedici,FM_3,3,3,,3.3,44
cagen,MCAC_9,3,2,,2.72,1165
caopt,MCA_20,2,3,,51.35,231
kali,CNF_18,3,2,Invalid,159.52,268
medici,INDUSTRIAL_8,3,3,Invalid,4.94,49
kali,BOOLC_11,3,3,Invalid,2.52,8
pmedici,CNF_17,2,1,,6.27,227
medici,FM_9,3,3,,3.89,35
acts,UNIFORM_BOOLEAN_7,4,1,,0.4,64
caopt,NUMC_6,2,2,,7.71,94
cagen,BOOLC_4,3,3,,0.01,37
kali,MCA_9,2,2,,2.77,103
pmedici,CNF_13,2,3,,2.63,164
acts,UNIFORM_ALL_8,2,3,,0.47,325
acts,HIGHLY_CONSTRAINED_2,4,1,,54.54,5043
cagen,MCA_19,2,1,,0.0,196
cagen,MCAC_25,3,2,,0.09,3893
caopt,MCA_24,2,1,,18.42,211
kali,INDUSTRIAL_14,4,1,Timeout,301.0,0
kali,BOOLC_15,3,1,Invalid,2.59,6
medici,UNIFORM_BOOLEAN_0,6,1,,64.91,244
medici,FM_13,2,1,Invalid,0.01,7
medici,HIGHLY_CONSTRAINED_3,2,2,,30.67,179
cagen,BOOLC_23,6,1,,0.01,155
cagen,HIGHLY_CONSTRAINED_21,2,3,,47.98,337
cagen,BOOLC_0,3,1,,0.0,17
medici,CNF_10,3,2,,226.25,1851
acts,MCAC_9,5,1,,15.34,9667
pmedici,HIGHLY_CONSTRAINED_12,3,2,,82.3,3642
kali,MCAC_9,2,1,Invalid,3.02,44
pmedici,MCA_12,2,3,,2.34,223
pmedici,UNIFORM_BOOLEAN_9,3,1,,2.17,48
pmedici,BOOLC_2,5,1,,1.93,10
kali,CNF_6,2,3,Invalid,3.06,33
cagen,NUMC_14,6,1,,164.19,24
cagen,CNF_18,2,1,,0.01,242
caopt,FM_6,5,1,,27.28,73
kali,BOOLC_7,3,2,Invalid,2.3,25
caopt,NUMC_25,3,2,,296.55,4117
caopt,CNF_25,2,1,,18.93,226
acts,NUMC_13,2,3,,1.04,190
cagen,CNF_5,5,1,,43.77,196828
kali,HIGHLY_CONSTRAINED_1,3,3,Invalid,49.55,87
pmedici,MCAC_6,3,2,,28.58,1634
kali,MCAC_22,3,1,Invalid,14.24,39
medici,MCAC_5,2,3,,258.14,290
caopt,FM_14,2,3,,0.38,14
pmedici,FM_7,3,1,,1.96,2
acts,HIGHLY_CONSTRAINED_13,2,2,,1.12,132
